airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url,rejection_reason,traffic_source_url
Warri Airport,Warri Airport,QRW,DNSU,DNSU,NG,Nigeria,NG-DE,Okpe,Okpe,5.59821,5.8187,medium_airport,yes,203133,2016,medium_airport,medium,40,medium,http://www.faannigeria.org/nigeria-airport.php?airport=25,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faan.gov.ng/wp-content/uploads/2017/05/Passenger-and-Aircraft-2016.pdf,below_5m_passengers,https://www.faan.gov.ng/wp-content/uploads/2017/05/Passenger-and-Aircraft-2016.pdf
Ain Arnat Airport,Ain Arnat Airport,QSF,DAAS,DAAS,DZ,Algeria,DZ-19,Sétif,Sétif,36.178488,5.329909,medium_airport,yes,25964,2020,medium_airport,medium,40,medium,https://www.egsa-constantine.dz/setif.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.egsa-constantine.dz/images/statistiques/statistiques-passagers.pdf,below_5m_passengers,http://www.egsa-constantine.dz/images/statistiques/statistiques-passagers.pdf
Salerno Costa d'Amalfi Airport,Salerno Costa d'Amalfi Airport,QSR,LIRI,LIRI,IT,Italy,IT-72,Salerno,Salerno,40.620399,14.9113,medium_airport,yes,1280,2021,medium_airport,medium,40,medium,http://www.aeroportosalerno.it/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/statistiche/,below_5m_passengers,https://assaeroporti.com/statistiche/
Shache Airport,Shache Airport,QSZ,ZWSC,ZWSC,CN,China,CN-65,Shache,Shache,38.24542,77.056149,medium_airport,yes,109900,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Akwa Ibom International Airport,Akwa Ibom International Airport,QUO,DNAI,DNAI,NG,Nigeria,NG-AK,Uyo,Uyo,4.8725,8.093,medium_airport,yes,,,unknown,unrated,,unknown,http://www.ibomairport.com.ng/,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Tokua Airport,Tokua Airport,RAB,AYTK,AYTK,PG,Papua New Guinea,PG-EBR,Kokopo,Kokopo,-4.34046,152.380005,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Arar Domestic Airport,Arar Domestic Airport,RAE,OERR,OERR,SA,Saudi Arabia,SA-08,Arar,Arar,30.906600952148438,41.13819885253906,medium_airport,yes,247384,2021,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://gaca.gov.sa/ar/,below_5m_passengers,https://gaca.gov.sa/ar/
Rafha Domestic Airport,Rafha Domestic Airport,RAH,OERF,OERF,SA,Saudi Arabia,SA-08,Rafha,Rafha,29.626399993896484,43.4906005859375,medium_airport,yes,60812,2021,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://gaca.gov.sa/ar/,below_5m_passengers,https://gaca.gov.sa/ar/
Nelson Mandela International Airport,Nelson Mandela International Airport,RAI,GVNP,GVNP,CV,Cape Verde,CV-S,Praia,Praia,14.941126,-23.484728,large_airport,yes,669697,2024,medium_airport,medium,45,medium,https://www.vinci-airports.cv/aeroporto_asa/aeroporto-internacional-nelson-mandela/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q1191196,below_5m_passengers,http://www.wikidata.org/entity/Q1191196
Marrakesh Menara Airport,Marrakesh Menara Airport,RAK,GMMX,GMMX,MA,Morocco,MA-07,Marrakesh,Marrakesh,31.604807,-8.035788,large_airport,yes,4903681,2022,medium_airport,medium,45,medium,https://www.onda.ma/Nos-A%C3%A9roports/A%C3%A9roport-Marrakech-M%C3%A9nara,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.onda.ma/content/download/13540/176818/version/28/fichier/Les+statistiques+du+trafic+a%C3%A9rien+du+mois+de+d%C3%A9cembre+2022.xlsx,below_5m_passengers,https://www.onda.ma/content/download/13540/176818/version/28/fichier/Les+statistiques+du+trafic+a%C3%A9rien+du+mois+de+d%C3%A9cembre+2022.xlsx
Leite Lopes Airport,Leite Lopes Airport,RAO,SBRP,SBRP,BR,Brazil,BR-SP,Ribeirão Preto,Ribeirão Preto,-21.134314,-47.774053,medium_airport,yes,549160,2022,medium_airport,medium,40,medium,https://www.daesp.sp.gov.br/aeroporto-estadual-de-ribeirao-preto-dr-leite-lopes/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv,below_5m_passengers,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Rapid City Regional Airport,Rapid City Regional Airport,RAP,KRAP,KRAP,US,United States,US-SD,Rapid City,Rapid City,44.0452995300293,-103.05699920654297,medium_airport,yes,685588,2019,medium_airport,medium,40,medium,http://www.rcgov.org/Airport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Rarotonga International Airport,Rarotonga International Airport,RAR,NCRG,NCRG,CK,Cook Islands,CK-U-A,Avarua,Avarua,-21.2027,-159.806,large_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Sardar-e-Jangal Airport,Sardar-e-Jangal Airport,RAS,OIGG,OIGG,IR,Iran,IR-01,Rasht,Rasht,37.323333,49.617778,medium_airport,yes,402890,2019,medium_airport,medium,40,medium,http://rasht.airport.ir/HomePage.aspx?site=rasht.airport&lang=fa-IR&tabid=0,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q3433946,below_5m_passengers,http://www.wikidata.org/entity/Q3433946
Rabat-Salé Airport,Rabat-Salé Airport,RBA,GMME,GMME,MA,Morocco,MA-04,Rabat,Rabat,34.051498,-6.75152,large_airport,yes,873305,2022,medium_airport,medium,45,medium,https://www.onda.ma/en/Our-Airports/Rabat-Sale-Airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.onda.ma/content/download/13540/176818/version/28/fichier/Les+statistiques+du+trafic+a%C3%A9rien+du+mois+de+d%C3%A9cembre+2022.xlsx,below_5m_passengers,https://www.onda.ma/content/download/13540/176818/version/28/fichier/Les+statistiques+du+trafic+a%C3%A9rien+du+mois+de+d%C3%A9cembre+2022.xlsx
Rio Branco-Plácido de Castro International Airport,Rio Branco-Plácido de Castro International Airport,RBR,SBRB,SBRB,BR,Brazil,BR-AC,Rio Branco,Rio Branco,-9.869031,-67.893984,large_airport,yes,336623,2022,medium_airport,medium,45,medium,http://www.infraero.com.br/index.php/br/aeroportos/acre/aeroporto-branco-placido-de-castro.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv,below_5m_passengers,https://www.gov.br/anac/pt-br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2022.csv
Ruby Airport,Ruby Airport,RBY,PARY,PARY,US,United States,US-AK,Ruby,Ruby,64.727203,-155.470001,medium_airport,yes,4658,2019,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Richards Bay Airport,Richards Bay Airport,RCB,FARB,FARB,ZA,South Africa,ZA-NL,Richards Bay,Richards Bay,-28.740999221800003,32.0920982361,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Almirante Padilla Airport,Almirante Padilla Airport,RCH,SKRH,SKRH,CO,Colombia,CO-LAG,Riohacha,Riohacha,11.5262,-72.926,medium_airport,yes,447352,2022,medium_airport,medium,40,medium,http://aerooriente.com.co/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,below_5m_passengers,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx
Redding Municipal Airport,Redding Municipal Airport,RDD,KRDD,KRDD,US,United States,US-CA,Redding,Redding,40.50899887,-122.2929993,medium_airport,yes,103278,2019,medium_airport,medium,40,medium,https://www.cityofredding.gov/government/departments/airports/redding_regional_airport.php,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Roberts Field,Roberts Field,RDM,KRDM,KRDM,US,United States,US-OR,Redmond,Redmond,44.254101,-121.150002,medium_airport,yes,965352,2019,medium_airport,medium,40,medium,http://www.flyrdm.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Warsaw Radom Airport,Warsaw Radom Airport,RDO,EPRA,EPRA,PL,Poland,PL-MZ,Radom,Radom,51.38937,21.214742,medium_airport,yes,103048,2023,medium_airport,medium,40,medium,http://lotnisko-radom.eu/pl/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.polish-airports.com/pl/aktualnosci/0/497/szczegoly.html,below_5m_passengers,https://www.polish-airports.com/pl/aktualnosci/0/497/szczegoly.html
Kazi Nazrul Islam Airport,Kazi Nazrul Islam Airport,RDP,VEDG,VEDG,IN,India,IN-WB,Durgapur,Durgapur,23.6225,87.243,medium_airport,yes,46203,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/May2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/May2k22Annex3.pdf
Rodez–Aveyron Airport,Rodez–Aveyron Airport,RDZ,LFCR,LFCR,FR,France,FR-OCC,Rodez/Marcillac,Rodez/Marcillac,44.407902,2.48267,medium_airport,yes,69937,2022,medium_airport,medium,40,medium,https://www.aeroport-rodez.fr/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/view-statistiques/rodez-aveyron,below_5m_passengers,https://www.aeroport.fr/view-statistiques/rodez-aveyron
Reggio Calabria Airport,Reggio Calabria Airport,REG,LICR,LICR,IT,Italy,IT-78,Reggio Calabria,Reggio Calabria,38.071201,15.6516,medium_airport,yes,202386,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://assaeroporti.com/wp-content/plugins/multipage_xls_reader/excel_file/2022_12.xls,below_5m_passengers,https://assaeroporti.com/wp-content/plugins/multipage_xls_reader/excel_file/2022_12.xls
Almirante Marco Andres Zar Airport,Almirante Marco Andres Zar Airport,REL,SAVT,SAVT,AR,Argentina,AR-U,Rawson,Rawson,-43.2105,-65.2703,medium_airport,yes,40516,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx,below_5m_passengers,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx
Orenburg Central Airport,Orenburg Central Airport,REN,UWOO,UWOO,RU,Russia,RU-ORE,Orenburg,Orenburg,51.792668,55.457229,medium_airport,yes,950000,2025,medium_airport,medium,40,medium,http://www.airoport.orenair.ru/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/,below_5m_passengers,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Retalhuleu Airport,Retalhuleu Airport,RER,MGRT,MGRT,GT,Guatemala,GT-RE,Retalhuleu,Retalhuleu,14.521431,-91.697001,medium_airport,yes,12530,2014,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q976725,below_5m_passengers,http://www.wikidata.org/entity/Q976725
Resistencia International Airport,Resistencia International Airport,RES,SARE,SARE,AR,Argentina,AR-H,Resistencia,Resistencia,-27.44991,-59.056125,large_airport,yes,26774,2022,medium_airport,medium,45,medium,https://www.aeropuertosargentina.com/en/RES,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx,below_5m_passengers,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx
Reus Airport,Reus Airport,REU,LERS,LERS,ES,Spain,ES-CT,Reus,Reus,41.147509,1.168354,large_airport,yes,911827,2022,medium_airport,medium,45,medium,https://www.aena.es/en/reus.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aena.es/sites/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1576861734447&ssbinary=true,below_5m_passengers,https://www.aena.es/sites/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1576861734447&ssbinary=true
"Rewa Airport, Chorhata, REWA","Rewa Airport, Chorhata, REWA",REW,,VA1G,IN,India,IN-MP,Rewa,Rewa,24.503401,81.220299,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
General Lucio Blanco International Airport,General Lucio Blanco International Airport,REX,MMRX,MMRX,MX,Mexico,MX-TAM,Reynosa,Reynosa,26.0089,-98.2285,medium_airport,yes,442464,2025,medium_airport,medium,40,medium,http://www.oma.aero/es/aeropuertos/reynosa/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404/,below_5m_passengers,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404/
Chicago Rockford International Airport,Chicago Rockford International Airport,RFD,KRFD,KRFD,US,United States,US-IL,Chicago/Rockford,Chicago/Rockford,42.1954,-89.097198,medium_airport,yes,233534,2019,medium_airport,medium,40,medium,http://www.flyrfd.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Raiatea Airport,Raiatea Airport,RFP,NTTR,NTTR,PF,French Polynesia,PF-U-A,Uturoa,Uturoa,-16.7229,-151.466003,medium_airport,yes,253927,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf,below_5m_passengers,https://www.aeroport.fr/uploads/documents/CONGRES%202022/DOSSIER%20DE%20PRESSE_STATS_2022_v2.pdf
Gobernador Ramón Trejo Noel International Airport,Gobernador Ramón Trejo Noel International Airport,RGA,SAWE,SAWE,AR,Argentina,AR-V,Rio Grande,Rio Grande,-53.7777,-67.7494,medium_airport,yes,12741,2022,medium_airport,medium,40,medium,https://www.aa2000.com.ar/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx,below_5m_passengers,https://datos.anac.gob.ar/static/docs/series-hist-ricas-anac.xlsx
