airport_name,display_name,iata_code,icao_code,ourairports_ident,country_code,country_name,region_code,city,municipality,latitude,longitude,airport_type,scheduled_service,annual_passengers,passenger_year,passenger_tier,strategic_priority,automation_potential_score,automation_potential_tier,website,linkedin_url,source_identity,source_traffic,source_url,rejection_reason,traffic_source_url
Techo International Airport,Techo International Airport,KTI,VDTI,KH-0002,KH,Cambodia,KH-8,Phnom Penh (Boeng Khyang),Phnom Penh (Boeng Khyang),11.359987,104.921272,large_airport,yes,,,unknown,unrated,,unknown,https://www.techoairport.com.kh/,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Ketchikan International Airport,Ketchikan International Airport,KTN,PAKT,PAKT,US,United States,US-AK,Ketchikan,Ketchikan,55.35559845,-131.7140045,medium_airport,yes,274180,2019,medium_airport,medium,40,medium,http://www.borough.ketchikan.ak.us/130/Airport,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Tinson Pen Airport,Tinson Pen Airport,KTP,MKTP,MKTP,JM,Jamaica,JM-02,Tinson Pen,Tinson Pen,17.98859977722168,-76.82379913330078,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Kittilä International Airport,Kittilä International Airport,KTT,EFKT,EFKT,FI,Finland,FI-10,Kittilä,Kittilä,67.700996,24.8468,large_airport,yes,337198,2022,medium_airport,medium,45,medium,http://www.finavia.fi/en/kittila/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.finavia.fi/sites/default/files/documents/Passengers%20by%20Airport-fi_30.xlsx,below_5m_passengers,https://www.finavia.fi/sites/default/files/documents/Passengers%20by%20Airport-fi_30.xlsx
Kuantan Airport,Kuantan Airport,KUA,WMKD,WMKD,MY,Malaysia,MY-06,Kuantan,Kuantan,3.7753899097442627,103.20899963378906,medium_airport,yes,20865,2021,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport,below_5m_passengers,https://www.mot.gov.my/en/aviation/reports/quarterly-statistics-of-transport
Kurumoch International Airport,Kurumoch International Airport,KUF,UWWW,UWWW,RU,Russia,RU-SAM,Samara,Samara,53.504902,50.164299,large_airport,yes,3600000,2025,medium_airport,medium,45,medium,https://kuf.aero/en/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/,below_5m_passengers,https://expert.ru/promishlennost/vozdushnyy-shelkovyy-put/
Kushiro Airport,Kushiro Airport,KUH,RJCK,RJCK,JP,Japan,JP-01,Kushiro,Kushiro,43.041,144.192993,medium_airport,yes,743506,2024,medium_airport,medium,40,medium,https://www.kushiro-airport.co.jp/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html,below_5m_passengers,https://www.mlit.go.jp/koku/15_bf_000185.html
Yakushima Airport,Yakushima Airport,KUM,RJFC,RJFC,JP,Japan,JP-46,Yakushima,Yakushima,30.385599,130.658997,medium_airport,yes,206984,2024,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.mlit.go.jp/koku/15_bf_000185.html,below_5m_passengers,https://www.mlit.go.jp/koku/15_bf_000185.html
Kaunas International Airport,Kaunas International Airport,KUN,EYKA,EYKA,LT,Lithuania,LT-KU,Kaunas,Kaunas,54.963965,24.08582,large_airport,yes,1159184,2022,medium_airport,medium,45,medium,http://www.kaunasair.lt/index.php?lang=2&m=2&p=210,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://infogram.com/kun-keleiviai-1h7g6k07lqoqo2o,below_5m_passengers,https://infogram.com/kun-keleiviai-1h7g6k07lqoqo2o
Kuopio Airport,Kuopio Airport,KUO,EFKU,EFKU,FI,Finland,FI-15,Kuopio / Siilinjärvi,Kuopio / Siilinjärvi,63.007099,27.7978,large_airport,yes,126083,2022,medium_airport,medium,45,medium,https://www.finavia.fi/en/kuopio/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.finavia.fi/sites/default/files/documents/Passengers%20by%20Airport-fi_30.xlsx,below_5m_passengers,https://www.finavia.fi/sites/default/files/documents/Passengers%20by%20Airport-fi_30.xlsx
Kulusuk Airport,Kulusuk Airport,KUS,BGKK,BGKK,GL,Greenland,GL-SE,Kulusuk,Kulusuk,65.573601,-37.1236,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
David the Builder Kutaisi International Airport,David the Builder Kutaisi International Airport,KUT,UGKO,UGKO,GE,Georgia,GE-IM,Kopitnari,Kopitnari,42.177448,42.485353,large_airport,yes,796063,2022,medium_airport,medium,45,medium,https://kutaisi.aero,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://gcaa.ge/2022-%E1%83%AC%E1%83%9A%E1%83%98%E1%83%A1-%E1%83%93%E1%83%90%E1%83%AF%E1%83%90%E1%83%9B%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%98-%E1%83%9B%E1%83%9D%E1%83%9C%E1%83%90%E1%83%AA%E1%83%94%E1%83%9B%E1%83%94%E1%83%91%E1%83%98%E1%83%97-%E1%83%A1%E1%83%90%E1%83%A5%E1%83%90%E1%83%A0%E1%83%97%E1%83%95%E1%83%94%E1%83%9A%E1%83%9D%E1%83%A8%E1%83%98-%E1%83%A4%E1%83%A0%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%98-88-%E1%83%98%E1%83%97-%E1%83%AE%E1%83%9D%E1%83%9A%E1%83%9D-%E1%83%9B%E1%83%92%E1%83%96%E1%83%90%E1%83%95%E1%83%A0%E1%83%97%E1%83%9C%E1%83%90%E1%83%99%E1%83%90%E1%83%93%E1%83%98-85-%E1%83%98%E1%83%97-%E1%83%90%E1%83%A6%E1%83%93%E1%83%92%E1%83%90/,below_5m_passengers,https://gcaa.ge/2022-%E1%83%AC%E1%83%9A%E1%83%98%E1%83%A1-%E1%83%93%E1%83%90%E1%83%AF%E1%83%90%E1%83%9B%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%98-%E1%83%9B%E1%83%9D%E1%83%9C%E1%83%90%E1%83%AA%E1%83%94%E1%83%9B%E1%83%94%E1%83%91%E1%83%98%E1%83%97-%E1%83%A1%E1%83%90%E1%83%A5%E1%83%90%E1%83%A0%E1%83%97%E1%83%95%E1%83%94%E1%83%9A%E1%83%9D%E1%83%A8%E1%83%98-%E1%83%A4%E1%83%A0%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%98-88-%E1%83%98%E1%83%97-%E1%83%AE%E1%83%9D%E1%83%9A%E1%83%9D-%E1%83%9B%E1%83%92%E1%83%96%E1%83%90%E1%83%95%E1%83%A0%E1%83%97%E1%83%9C%E1%83%90%E1%83%99%E1%83%90%E1%83%93%E1%83%98-85-%E1%83%98%E1%83%97-%E1%83%90%E1%83%A6%E1%83%93%E1%83%92%E1%83%90/
Kullu Manali Airport,Kullu Manali Airport,KUU,VIBR,VIBR,IN,India,IN-HP,Bhuntar,Bhuntar,31.876699,77.154404,medium_airport,yes,2081,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.aai.aero/sites/default/files/traffic-news/Apr2k22Annex3.pdf,below_5m_passengers,https://www.aai.aero/sites/default/files/traffic-news/Apr2k22Annex3.pdf
Gunsan Airport / Gunsan Air Base,Gunsan Airport / Gunsan Air Base,KUV,RKJK,RKJK,KR,South Korea,KR-45,Gunsan,Gunsan,35.903801,126.615997,medium_airport,yes,409738,2022,medium_airport,medium,40,medium,http://www.airport.co.kr/gunsaneng/index.do,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none,below_5m_passengers,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none
Kavala Alexander the Great International Airport,Kavala Alexander the Great International Airport,KVA,LGKV,LGKV,GR,Greece,GR-A,Kavala,Kavala,40.9133,24.6192,large_airport,yes,251615,2022,medium_airport,medium,45,medium,https://www.kva-airport.gr/en,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.fraport.com/content/dam/fraport-company/documents/investoren/finanz--und-verkehrszahlen/verkehrszahlen/konzern/2022/Monatliche%20Konzernverkehrszahlen.xlsx/_jcr_content/renditions/original.media_file.download_attachment.file/Monatliche%20Konzernverkehrszahlen.xlsx,below_5m_passengers,https://www.fraport.com/content/dam/fraport-company/documents/investoren/finanz--und-verkehrszahlen/verkehrszahlen/konzern/2022/Monatliche%20Konzernverkehrszahlen.xlsx/_jcr_content/renditions/original.media_file.download_attachment.file/Monatliche%20Konzernverkehrszahlen.xlsx
Kavieng Airport,Kavieng Airport,KVG,AYKV,AYKV,PG,Papua New Guinea,PG-NIK,Kavieng,Kavieng,-2.57940006256,150.807998657,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Morava Airport,Morava Airport,KVO,LYKV,LYKV,RS,Serbia,RS-18,Kraljevo,Kraljevo,43.817519,20.586662,medium_airport,yes,13683,2022,medium_airport,medium,40,medium,https://kvo.aerodromisrbije.rs/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://kvo.aerodromisrbije.rs/en/statistics/,below_5m_passengers,https://kvo.aerodromisrbije.rs/en/statistics/
Pobedilovo Airport,Pobedilovo Airport,KVX,USKK,USKK,RU,Russia,RU-KIR,Kirov,Kirov,58.503883,49.347831,medium_airport,yes,336651,2021,medium_airport,medium,40,medium,http://www.pobedilovo.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/,below_5m_passengers,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/
Bucholz Army Air Field,Bucholz Army Air Field,KWA,PKWA,PKWA,MH,Marshall Islands,MH-KWA,Kwajalein,Kwajalein,8.720120429992676,167.73199462890625,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Kryvyi Rih International Airport,Kryvyi Rih International Airport,KWG,UKDR,UKDR,UA,Ukraine,UA-12,Kryvyi Rih,Kryvyi Rih,48.04330062866211,33.209999084472656,medium_airport,yes,2196,2021,medium_airport,medium,40,medium,http://www.kwg.aero/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://cfts.org.ua/articles/aeroporty_ukrainy_v_2021_godu_osnovnye_trendy_1878/128870,below_5m_passengers,https://cfts.org.ua/articles/aeroporty_ukrainy_v_2021_godu_osnovnye_trendy_1878/128870
Gwangju Airport,Gwangju Airport,KWJ,RKJJ,RKJJ,KR,South Korea,KR-29,Gwangju,Gwangju,35.123173,126.805444,medium_airport,yes,2068625,2022,medium_airport,medium,40,medium,http://gwangju.airport.co.kr/doc/gwangju/index.jsp,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none,below_5m_passengers,https://www.airport.co.kr/www/cms/frCon/index.do?MENU_ID=1250#none
Guilin Liangjiang International Airport,Guilin Liangjiang International Airport,KWL,ZGKL,ZGKL,CN,China,CN-45,Guilin (Lingui),Guilin (Lingui),25.219828,110.039553,large_airport,yes,1736191,2022,medium_airport,medium,45,medium,http://www.airport-gl.com.cn/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx,below_5m_passengers,http://www.caac.gov.cn/XXGK/XXGK/TJSJ/202303/P020230317397015127619.xlsx
Kowanyama Airport,Kowanyama Airport,KWM,YKOW,YKOW,AU,Australia,AU-QLD,Kowanyama,Kowanyama,-15.485369,141.752572,medium_airport,yes,11602,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx,below_5m_passengers,https://www.bitre.gov.au/sites/default/files/documents/webairport_cy_1985-2022.xlsx
Kolwezi Airport,Kolwezi Airport,KWZ,FZQM,FZQM,CD,Democratic Republic of the Congo,CD-LU,Kolwezi,Kolwezi,-10.7659,25.505699,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Sangia Nibandera Airport,Sangia Nibandera Airport,KXB,WAWP,WAWP,ID,Indonesia,ID-SG,Kolaka,Kolaka,-4.338158,121.524047,medium_airport,yes,,,unknown,unrated,,unknown,https://www.otban5.com/Kolaka,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur Airport,KXK,UHKK,UHKK,RU,Russia,RU-KHA,Komsomolsk-on-Amur,Komsomolsk-on-Amur,50.409000396728516,136.9340057373047,medium_airport,yes,9862,2021,medium_airport,medium,40,medium,http://www.airksl.ru/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/,below_5m_passengers,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/
Konya Airport,Konya Airport,KYA,LTAN,LTAN,TR,Turkey,TR-42,Konya,Konya,37.979,32.561901,large_airport,yes,970227,2025,medium_airport,medium,45,medium,http://www.konya.dhmi.gov.tr/havaalanlari/default.aspx?hv=28,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://dhmi.gov.tr/Lists/Istatislikler_EN/Attachments/262/PASSENGER.pdf,below_5m_passengers,https://dhmi.gov.tr/Lists/Istatislikler_EN/Attachments/262/PASSENGER.pdf
Lanyu Airport,Lanyu Airport,KYD,RCLY,RCLY,TW,Taiwan,TW-TTT,Orchid Island,Orchid Island,22.027000427246094,121.53500366210938,medium_airport,yes,57529,2020,medium_airport,medium,40,medium,https://www.tta.gov.tw/lanyu/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=24145,below_5m_passengers,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=24145
Kyaukpyu Airport,Kyaukpyu Airport,KYP,VYKP,VYKP,MM,Myanmar,MM-16,Kyaukpyu,Kyaukpyu,19.42639923095703,93.53479766845703,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Kayes Dag Dag Airport,Kayes Dag Dag Airport,KYS,GAKD,GAKY,ML,Mali,ML-1,Kayes,Kayes,14.482521,-11.399335,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Kyzyl Airport,Kyzyl Airport,KYZ,UNKY,UNKY,RU,Russia,RU-TY,Kyzyl,Kyzyl,51.669399,94.400597,medium_airport,yes,88806,2021,medium_airport,medium,40,medium,http://www.tuvaavia.ru,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/,below_5m_passengers,https://favt.gov.ru/dejatelnost-ajeroporty-i-ajerodromy-osnovnie-proizvodstvennie-pokazateli-aeroportov-obyom-perevoz/
Kozani National Airport Filippos,Kozani National Airport Filippos,KZI,LGKZ,LGKZ,GR,Greece,GR-C,Kozani,Kozani,40.286098,21.840799,medium_airport,yes,5195,2022,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.ypa.gr/userfiles/4659ed30-b59b-4111-9747-a3550129731a/(EL)%20%ce%9a%ce%99%ce%9d%ce%97%ce%a3%ce%97%20%ce%91%ce%95%ce%a1%ce%9f%ce%9b%ce%99%ce%9c%ce%95%ce%9d%ce%a9%ce%9d%202022%2012%20(2).xlsx,below_5m_passengers,http://www.ypa.gr/userfiles/4659ed30-b59b-4111-9747-a3550129731a/(EL)%20%ce%9a%ce%99%ce%9d%ce%97%ce%a3%ce%97%20%ce%91%ce%95%ce%a1%ce%9f%ce%9b%ce%99%ce%9c%ce%95%ce%9d%ce%a9%ce%9d%202022%2012%20(2).xlsx
Korkyt Ata International Airport,Korkyt Ata International Airport,KZO,UAOO,UAOO,KZ,Kazakhstan,KZ-KZY,Kyzylorda,Kyzylorda,44.706902,65.592499,large_airport,yes,203386,2018,medium_airport,medium,45,medium,http://aeroport.kz/city/kyzylorda,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q2636259,below_5m_passengers,http://www.wikidata.org/entity/Q2636259
Quatro de Fevereiro International Airport,Quatro de Fevereiro International Airport,LAD,FNLU,FNLU,AO,Angola,AO-LUA,Luanda,Luanda,-8.85837,13.2312,large_airport,yes,2430794,2009,medium_airport,medium,45,medium,https://angolaairport.net,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,http://www.wikidata.org/entity/Q598002,below_5m_passengers,http://www.wikidata.org/entity/Q598002
Nadzab Tomodachi International Airport,Nadzab Tomodachi International Airport,LAE,AYNZ,AYNZ,PG,Papua New Guinea,PG-MPL,Lae,Lae,-6.567995,146.726544,large_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Purdue University Airport,Purdue University Airport,LAF,KLAF,KLAF,US,United States,US-IN,West Lafayette,West Lafayette,40.412875,-86.939363,medium_airport,yes,4938,2019,medium_airport,medium,40,medium,https://www.purdue.edu/airport/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Lages Airport,Lages Airport,LAJ,SBLJ,SBLJ,BR,Brazil,BR-SC,Lages,Lages,-27.782101,-50.281502,medium_airport,yes,5560,2020,medium_airport,medium,40,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2020.csv,below_5m_passengers,https://www.anac.gov.br/assuntos/dados-e-estatisticas/dados-estatisticos/arquivos/resumo_anual_2020.csv
Lakeland Linder International Airport,Lakeland Linder International Airport,LAL,KLAL,KLAL,US,United States,US-FL,Lakeland,Lakeland,27.989267,-82.020715,medium_airport,yes,474,2019,medium_airport,medium,40,medium,https://flylakeland.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Capital Region International Airport,Capital Region International Airport,LAN,KLAN,KLAN,US,United States,US-MI,Lansing,Lansing,42.777582,-84.585721,medium_airport,yes,333952,2019,medium_airport,medium,40,medium,https://flylansing.com,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Laoag International Airport,Laoag International Airport,LAO,RPLI,RPLI,PH,Philippines,PH-ILN,Laoag City,Laoag City,18.175089,120.531006,large_airport,yes,78229,2022,medium_airport,medium,45,medium,,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://caap.gov.ph/wp-content/uploads/2023/02/AirPassCarAnnual2022-as-of-Feb-2023.pdf,below_5m_passengers,https://caap.gov.ph/wp-content/uploads/2023/02/AirPassCarAnnual2022-as-of-Feb-2023.pdf
Manuel Márquez de León International Airport,Manuel Márquez de León International Airport,LAP,MMLP,MMLP,MX,Mexico,MX-BCS,La Paz,La Paz,24.072331,-110.362662,medium_airport,yes,1095343,2023,medium_airport,medium,40,medium,https://www.aeropuertosgap.com.mx/en/la-paz-3.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404,below_5m_passengers,https://www.gob.mx/afac/acciones-y-programas/estadisticas-280404
Al Abraq International Airport,Al Abraq International Airport,LAQ,HLLQ,HLLQ,LY,Libya,LY-JA,Al Albraq,Al Albraq,32.789036,21.954864,large_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Laramie Regional Airport,Laramie Regional Airport,LAR,KLAR,KLAR,US,United States,US-WY,Laramie,Laramie,41.31209945678711,-105.67500305175781,medium_airport,yes,37990,2019,medium_airport,medium,40,medium,http://www.laramieairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Manda Airport,Manda Airport,LAU,HKLU,HKLU,KE,Kenya,KE-05,Lamu,Lamu,-2.252431,40.912892,medium_airport,yes,,,unknown,unrated,,unknown,http://www.kenyaairports.co.ke/kaa/airports/airstrips/manda_intro.html,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Lawton Fort Sill Regional Airport,Lawton Fort Sill Regional Airport,LAW,KLAW,KLAW,US,United States,US-OK,Lawton,Lawton,34.567699,-98.416603,medium_airport,yes,104820,2019,medium_airport,medium,40,medium,http://www.flylawton.org,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Leeds Bradford Airport,Leeds Bradford Airport,LBA,EGNM,EGNM,GB,United Kingdom,GB-ENG,"Leeds, West Yorkshire","Leeds, West Yorkshire",53.865898,-1.66057,large_airport,yes,3287968,2022,medium_airport,medium,45,medium,http://www.lbia.co.uk/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578,below_5m_passengers,https://www.caa.co.uk/Documents/Download/9077/31632962-d7b6-4df4-a5fd-6df78e65d88c/5578
Lubbock Preston Smith International Airport,Lubbock Preston Smith International Airport,LBB,KLBB,KLBB,US,United States,US-TX,Lubbock,Lubbock,33.663601,-101.822998,medium_airport,yes,1040362,2019,medium_airport,medium,40,medium,http://www.flylia.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Lübeck Blankensee Airport,Lübeck Blankensee Airport,LBC,EDHL,EDHL,DE,Germany,DE-SH,Lübeck,Lübeck,53.805401,10.7192,medium_airport,yes,82590,2022,medium_airport,medium,40,medium,https://www.flughafen-luebeck.de/en/home,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.adv.aero/wp-content/uploads/2015/11/12.2022-ADV-Monatsstatistik.pdf,below_5m_passengers,https://www.adv.aero/wp-content/uploads/2015/11/12.2022-ADV-Monatsstatistik.pdf
Khujand International Airport,Khujand International Airport,LBD,UTDL,UTDL,TJ,Tajikistan,TJ-SU,Khujand,Khujand,40.215401,69.694702,large_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
Arnold Palmer Regional Airport,Arnold Palmer Regional Airport,LBE,KLBE,KLBE,US,United States,US-PA,Latrobe,Latrobe,40.275902,-79.4048,medium_airport,yes,316506,2019,medium_airport,medium,40,medium,http://www.palmerairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
North Platte Regional Airport Lee Bird Field,North Platte Regional Airport Lee Bird Field,LBF,KLBF,KLBF,US,United States,US-NE,North Platte,North Platte,41.12620163,-100.6839981,medium_airport,yes,32240,2019,medium_airport,medium,40,medium,http://northplatteairport.com/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Paris-Le Bourget International Airport,Paris-Le Bourget International Airport,LBG,LFPB,LFPB,FR,France,FR-IDF,Paris,Paris,48.962276,2.436539,large_airport,yes,147571,2022,medium_airport,medium,45,medium,http://www.aeroportsdeparis.fr/,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.ecologie.gouv.fr/sites/default/files/Bulletin_Statistiques_trafic_aerien_2022.pdf,below_5m_passengers,https://www.ecologie.gouv.fr/sites/default/files/Bulletin_Statistiques_trafic_aerien_2022.pdf
Liberal Mid-America Regional Airport,Liberal Mid-America Regional Airport,LBL,KLBL,KLBL,US,United States,US-KS,Liberal,Liberal,37.0442009,-100.9599991,medium_airport,yes,21486,2019,medium_airport,medium,40,medium,http://cityofliberalairport.org,,https://davidmegginson.github.io/ourairports-data/airports.csv,Wikidata P3872 patronage,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx,below_5m_passengers,https://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/media/cy19-all-enplanements.xlsx
Labasa Airport,Labasa Airport,LBS,NFNL,NFNL,FJ,Fiji,FJ-N,Labasa,Labasa,-16.4667,179.339996,medium_airport,yes,,,unknown,unrated,,unknown,,,https://davidmegginson.github.io/ourairports-data/airports.csv,,,missing_passenger_data,
